"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"89179859","台商生醫科技股份有限公司","楊O婷","臺北市中山區松江路17號6樓","8400000","5300000"," ","核准設立","20260901033614"
"89179963","苒欣有限公司","","臺北市大安區通安街46號1樓","6000000"," "," ","解散","20260901033614"
"89180286","玓瓅覇企業有限公司","","臺北市中山區新生北路3段59號1樓","50000"," "," ","廢止","20260901033614"
"89180309","忘機胤企業有限公司","","臺北市中山區新生北路3段59號1樓","50000"," "," ","廢止","20260901033614"
"89180357","國寶寵物股份有限公司","湯O甄","臺北市士林區中山北路7段20號1樓","200000000","200000000"," ","核准設立","20260901033614"
"89180407","無口股份有限公司","游O昌","臺北市大同區迪化街1段358之1號","1000000","1000000"," ","核准設立","20260901033614"
"89180700","可汗大叔有限公司","邱O雅","臺北市中山區吉林路253號1樓","1100000"," "," ","核准設立","20260901033614"
"89180862","正方行國際禮賓租賃有限公司","周O彥","桃園市桃園區永安北路527號","5000000"," "," ","核准設立","20260901033614"
"89181264","馨睿有限公司","盧O裕","新北市三重區重陽路1段106號(1樓)","2000000"," "," ","核准設立","20260901033614"
"89181638","良心股份有限公司","李O篁","新北市淡水區行忠路76號","2000000","2000000"," ","核准設立，但已命令解散","20260901033614"
"89181898","布里奇有限公司","李O憲 LEE CHANGHUN","臺北市大安區師大路65號1樓","1000000"," "," ","核准設立","20260901033614"
"89181953","拾浪有限公司","郭O琳","新北市石門區阿里荖10號","1500000"," "," ","核准設立","20260901033614"
"89182094","明暉創意股份有限公司","顏O衛","新北市中和區建一路100號","10000000","3000000"," ","核准設立","20260901033614"
"89182221","東方鳳企業有限公司","方O金鳳","臺南市白河區虎山里木屐寮78之1號1樓","5000000"," "," ","核准設立","20260901033614"
"89182849","洪天夜食股份有限公司","洪O軒","臺南市永康區塩行里中正路936號1樓","2000000","1000000"," ","核准設立","20260901033614"
"89182926","未來餐飲股份有限公司","陳O儒","臺北市信義區忠孝東路4段553巷46弄11號1樓","5100000","5100000"," ","核准設立","20260901033614"
"89183045","欣坊股份有限公司","林O穗","臺北市中正區信義路2段211號1樓","500000000","102669000"," ","核准設立","20260901033614"
"89183349","銘洋運動行銷有限公司","楊O青","臺北市內湖區成功路4段30巷40號8樓","200000"," "," ","核准設立","20260901033614"
"89183431","青出於藍勝於藍股份有限公司","王O瑾","臺北市大同區南京西路62號17樓之8","90000000","45000000"," ","核准設立","20260901033614"
"89183468","好食鍋餐飲有限公司","周O言","臺北市大安區大安路1段19巷8號","500000"," "," ","核准設立","20260901033614"
"89183636","大日馬術股份有限公司","巫O霖","新竹縣竹北市福興一路20號7樓之5","100000000","50000000"," ","核准設立","20260901033614"
"89183880","台灣強恩亞太有限公司","駒O根良德","臺中市清水區港新五路219號","1000000"," "," ","核准設立","20260901033614"
"89183896","松村企業有限公司","","臺中市沙鹿區埔子里北勢東路155巷127號1樓","1600000"," "," ","解散","20260901033614"
"89183967","甯客股份有限公司","陳O宇","臺中市西屯區惠來里惠來路一段114號1樓","3000000","3000000"," ","核准設立","20260901033614"
"89184311","時代農業國際有限公司","廖O盛","臺中市西屯區西平里逢甲路153之1號3樓","200000"," "," ","核准設立","20260901033614"
"89184430","旭曉股份有限公司","賴O勇","臺中市南屯區新生里永春路30之8號","11100000","11100000"," ","核准設立","20260901033614"
"89184522","三坪繁盛國際有限公司","戴O儒","臺中市南屯區文山里精科路126號","1000000"," "," ","核准設立","20260901033614"
"89184558","裝萌做樣有限公司","趙O婷","臺中市大甲區大安港路321之1號1樓","2000000"," "," ","核准設立","20260901033614"
"89184585","邑來國際開發有限公司","劉O信","臺中市西屯區惠來里市政路500號13樓之2","6000000"," "," ","核准設立","20260901033614"
"89185705","手指山有限公司","司O建華","桃園市龜山區文昌一街15巷12號","6000000"," "," ","核准設立","20260901033614"
"89186113","饗御股份有限公司","劉O君","臺北市信義區基隆路1段147巷21號1樓","4000000","4000000"," ","核准設立","20260901033614"
"89186351","緣勝開發有限公司","蔡O婞","臺北市松山區八德路4段656號4樓","1000000"," "," ","核准設立","20260901033614"
"89186401","枋桂有限公司","楊O麟","臺北市中山區中山北路1段62號1樓","150000"," "," ","核准設立","20260901033614"
"89186438","癒所有限公司","洪O軒","臺北市萬華區雙園街49巷7號1樓","1500000"," "," ","核准設立","20260901033614"
"89186556","星鏈國際股份有限公司","詹O哲","臺北市內湖區基湖路10巷1號1樓","50000000","50000000"," ","核准設立","20260901033614"
"89186583","德夫手工發酵食品有限公司","蘇O夫","新北市板橋區長江路3段44號4樓","500000"," "," ","核准設立","20260901033614"
"89186654","佳宏韓食有限公司","楊O芸","臺北市信義區和平東路3段367號1樓","300000"," "," ","核准設立","20260901033614"
"89186681","品芳餐飲有限公司","","臺北市信義區莊敬路202號","1000000"," "," ","解散","20260901033614"
"89186710","無垢光有限公司","熊O行","臺北市松山區富錦街120號","20000000"," "," ","核准設立","20260901033614"
"89186943","福滿滿股份有限公司","江O展","臺北市大安區敦化南路1段169巷5號","31000000","31000000"," ","核准設立","20260901033614"
"89187035","旭日源企業有限公司","余O旭","臺中市北區育德里育德路34號","200000"," "," ","核准設立","20260901033614"
"89187112","鴻海智能美食科技股份有限公司","王O弦","臺中市豐原區中山里中正路167巷5之1號1樓","3000000","3000000"," ","核准設立","20260901033614"
"89187210","大漁停車有限公司","何O雯","臺中市西屯區逢甲里西屯路二段258之17號2樓","16000000"," "," ","核准設立","20260901033614"
"89187350","健貞饌有限公司","","臺中市新社區華豐街370號1樓","1500000"," "," ","解散","20260901033614"
"89187393","淞富有限公司","","臺中市西區臺灣大道二段239號13樓","100000"," "," ","解散","20260901033614"
"89187540","九萬里有限公司","林O晨","臺中市龍井區東海里遠東街201巷2弄12號1樓","100000"," "," ","核准設立，但已命令解散","20260901033614"
"89187582","恩材國際貿易有限公司","","臺中市北區中清路一段756號1樓","520000"," "," ","解散","20260901033614"
"89187915","穎緯股份有限公司","李O祥","高雄市左營區左營大路14之5號","12000000","12000000"," ","核准設立","20260901033614"
"89188230","曼納有限公司","AOJUN SINGH","高雄市鹽埕區五福四路43號","520000"," "," ","核准設立","20260901033614"
"89188386","明日島嶼有限公司","秦O","高雄市三民區博愛一路287號7樓","168000"," "," ","核准設立","20260901033614"
"89188484","亖壹亗國際有限公司","張O宣","高雄市左營區華夏路1295號1樓","3650000"," "," ","核准設立","20260901033614"
"89188528","恒熙國際有限公司","沈O鋕","高雄市苓雅區光明街144號3樓","10000"," "," ","核准設立","20260901033614"
"89189168","茶虎三昧有限公司","賴O昇","臺中市西屯區逢甲里文華路3之2號","300000"," "," ","核准設立","20260901033614"
"89189287","三個臭皮匠股份有限公司","黃O豪","臺中市大里區大元里國中一路25巷45號","29800000","29800000"," ","核准設立","20260901033614"
"89189300","繁盛餐飲股份有限公司","林O偉","臺中市西屯區西安里西屯路二段297之8巷29號2樓","1000000","1000000"," ","核准設立","20260901033614"
"89189499","美心精準健康生醫有限公司","蔣O玲","臺中市西屯區何成里大容東街66號7樓","10000000"," "," ","核准設立","20260901033614"
"89189836","日榛股份有限公司","","臺中市西屯區西平里逢甲路20巷25號","400000","400000"," ","解散","20260901033614"
"89189842","耀昇食藝有限公司","賈O鈞","臺中市霧峰區五福路412巷12號1樓","2000000"," "," ","核准設立","20260901033614"
"89189934","湘庭有限公司","羅O豪","臺中市豐原區陽明里南陽路555巷8之1號","500000"," "," ","核准設立","20260901033614"
"89190025","寀豐有限公司","","臺中市西區忠明南路270號7樓之1","500000"," "," ","解散","20260901033614"
"89190192","塵野茶文化有限公司","","彰化縣彰化市牛埔里彰南路三段202巷51號1樓","1000000"," "," ","解散","20260901033614"
"89190398","王朝春信實業有限公司","顏O倩","臺中市西區博館一街105號6樓之1","100000"," "," ","核准設立","20260901033614"
"89190550","順道實業有限公司","丁O秀","臺中市沙鹿區平等路52號1樓","2000000"," "," ","核准設立","20260901033614"
"89190622","貳上有限公司","林O安","彰化縣彰化市崙平里中華西路371號11樓之2","300000"," "," ","核准設立","20260901033614"
"89190854","真誠餐飲有限公司","余O呈","彰化縣員林市三愛里大勇街83號1樓","500000"," "," ","核准設立","20260901033614"
"89190876","允吉餐飲有限公司","陳O偉","新竹縣竹北市東興里自強北路20號","4000000"," "," ","核准設立","20260901033614"
"89191170","喜洛翰實業有限公司","龍O","臺南市中西區保安路125巷1號","500000"," "," ","核准設立","20260901033614"
"89191214","烏家庄企業有限公司","吳O潔","臺南市中西區永華路1段78號","5000000"," "," ","核准設立","20260901033614"
"89191262","四方田有限公司","陳O孝","臺南市仁德區後壁里德洋二街11巷1號2樓","300000"," "," ","核准設立","20260901033614"
"89191299","食必登國際有限公司","陳O嫺","臺南市南區國民路13號1樓","1500000"," "," ","核准設立","20260901033614"
"89191306","邢爺爺粥品有限公司","曾O茗","臺南市永康區崑山里國光五街18號1樓","200000"," "," ","核准設立","20260901033614"
"89191495","彤鑫國際企業有限公司","陳O妍","新竹市東區龍山里世傑路222號1樓","10000000"," "," ","核准設立","20260901033614"
"89191592","米糥國際股份有限公司","顏O仁","新竹縣竹北市嘉豐南路一段78號","10000000","10000000"," ","核准設立","20260901033614"
"89191642","丞韻咖啡有限公司","陳O汝","彰化縣田尾鄉陸豐村中正路3段168號","200000"," "," ","核准設立","20260901033614"
"89191690","超賀餐飲顧問有限公司","趙O傑","苗栗縣後龍鎮大庄里14鄰成功路119號二樓","500000"," "," ","核准設立","20260901033614"
"89191713","逸沅有限公司","","宜蘭縣蘇澳鎮南安里南安路89號(1樓)","500000"," "," ","解散","20260901033614"
"89191973","璟祿貿易企業有限公司","林O妤","新竹市北區海濱里榮濱路53號1樓","15000000"," "," ","核准設立","20260901033614"
"89192305","心滿義足有限公司","","花蓮縣花蓮市中山路624號","500000"," "," ","解散","20260901033614"
"89192425","吾二餐飲有限公司","張O文","臺中市西屯區何明里大有東街17號1樓","8395000"," "," ","核准設立","20260901033614"
"89192467","彌勒佛股份有限公司","王O軍","新竹縣竹東鎮東寧路二段198號","50000","50000"," ","核准設立","20260901033614"
"89192522","觀味國際有限公司","","臺北市中正區許昌街42之1號4樓","1000000"," "," ","解散","20260901033614"
"89192608","堯古有限公司","林O宏","臺北市大安區樂利路58號1樓","1800000"," "," ","核准設立","20260901033614"
"89192831","彤彤想法有限公司","劉O彤","臺北市內湖區內湖路1段323巷4弄2號","3005000"," "," ","核准設立","20260901033614"
"89192939","一起創造文明餐飲有限公司","廖O綺","臺北市大安區忠孝東路4段216巷27弄9號","3000000"," "," ","核准設立","20260901033614"
"89193281","韓華園事業有限公司","","新竹縣竹北市北崙里縣政十街96號一樓、地下一樓","5000000"," "," ","解散","20260901033614"
"89193677","豐師父食品有限公司","彭O軒","新北市淡水區中正路34號、34號2樓","6750000"," "," ","核准設立","20260901033614"
"89194036","日瑔有限公司","","新北市新莊區新泰路65號(1樓)","3500000"," "," ","解散","20260901033614"
"89194319","聖豐鑫食品有限公司","黃O凱","新北市汐止區忠孝東路327號","1000000"," "," ","核准設立","20260901033614"
"89194325","集鮮水產餐廳有限公司","楊O鳳","新北市泰山區泰林路2段173巷2號","5000000"," "," ","核准設立","20260901033614"
"89194388","愛力愛鄰社會企業有限公司","","新北市新店區文化路80巷11號","500000"," "," ","解散","20260901033614"
"89194394","樂喵股份有限公司","","臺北市北投區光明路205號4樓","2000000","2000000"," ","解散","20260901033614"
"89194606","廣濟民有限公司","吳O熊","新北市新莊區幸福路736號地下一層","2680000"," "," ","核准設立","20260901033614"
"89194710","雲端餐飲有限公司","","新北市新店區中正路547號","50000"," "," ","解散","20260901033614"
"89194726","恆斌國際室內裝修設計有限公司","沈O全","新北市板橋區板新路230號","100000"," "," ","核准設立","20260901033614"
"89194747","剛剛研發製造股份有限公司","江O成","新北市中和區中正路866之7號、866之8號"," ","10700000"," ","核准設立","20260901033614"
"89194774","佑樂實業有限公司","黃O棋","新北市板橋區信義路26巷12號3樓","1000000"," "," ","核准設立","20260901033614"
"89194845","孫巨寶股份有限公司","孫O如","新北市林口區四維路106號","10000000","6500000"," ","核准設立","20260901033614"
"89195041","布娜飛餐飲股份有限公司","游O芸","新北市板橋區廣和街50號10樓之1","3000000","3000000"," ","核准設立","20260901033614"
"89195112","台灣凱特斯管理顧問股份有限公司","楊O雯","新北市中和區立德街98巷93號（1樓）","3000000","3000000"," ","核准設立","20260901033614"
"89195318","羅伯特股份有限公司","羅O","高雄市楠梓區德民路628號","801000","801000"," ","核准設立","20260901033614"
"89195339","晶鑫桌遊有限公司","鄭O修","高雄市仁武區八德一路241號","36000"," "," ","核准設立","20260901033614"
"89195458","玖家有限公司","","高雄市前鎮區瑞田街22號1樓","1500000"," "," ","解散","20260901033614"
"89195675","基褚有限公司","徐O煒","苗栗縣卓蘭鎮中街里中庄街20號1樓","500000"," "," ","核准設立","20260901033614"
"89195788","丰實興業有限公司","洪O彥","彰化縣彰化市西興里7鄰彰草路45巷15號1樓","3000000"," "," ","核准設立","20260901033614"
"89195859","家業廚藝有限公司","","雲林縣斗南鎮明昌里武昌街52-1號1樓","500000"," "," ","解散","20260901033614"
"89196007","亞鷗育樂股份有限公司","陳O騏","連江縣北竿鄉塘岐村102號","20000000","301000"," ","核准設立","20260901033614"
"89196061","點沙成金股份有限公司","黃O翔","金門縣金湖鎮新市里復興路27號","3000000","3000000"," ","核准設立","20260901033614"
"89196267","妃嚐鮮有限公司","賴O寬","南投縣草屯鎮上林里太平路一段257號1樓","1000000"," "," ","核准設立","20260901033614"
"89196359","浪活香旅人有限公司","張O棋","苗栗縣頭份市頭份里中山路258號","80000"," "," ","核准設立","20260901033614"
"89196436","小巷清風有限公司","游O儒","苗栗縣卓蘭鎮西坪里西坪109之8號1樓","10000000"," "," ","核准設立","20260901033614"
"89196560","金田家餐飲股份有限公司","鄧O珊","新竹縣竹北市台科路113號（1樓及2樓）","3000000","3000000"," ","核准設立","20260901033614"
"89196674","伍寶愛吃魚有限公司","蔡O成","屏東縣林邊鄉田厝村成功路48-10號","30000"," "," ","核准設立","20260901033614"
"89196891","一級玩家有限公司","","澎湖縣馬公市光復路12號1樓","200000"," "," ","解散","20260901033614"
"89196941","藍眼淚小客車租賃有限公司","陳O佩","連江縣南竿鄉介壽村9鄰225號","5000000"," "," ","核准設立","20260901033614"
"89196956","宏踴餐飲有限公司","施O衡","嘉義市西區國華里民權路397號一樓","6500000"," "," ","核准設立","20260901033614"
"89197028","育達漁港生活企業有限公司","劉O諭","屏東縣枋寮鄉枋寮村中興路76號","40000"," "," ","核准設立","20260901033614"
"89197054","興譽事業有限公司","林O宏","屏東縣枋寮鄉枋寮村中興路76號二樓","100000"," "," ","核准設立","20260901033614"
"89197195","好土冷凍食品有限公司","王O豪","嘉義縣布袋鎮東港里東港122-5號1樓","1000000"," "," ","核准設立","20260901033614"
"89197272","稑午村餐飲有限公司","梁O安","新竹縣竹北市東平里六家五路一段306號","1000000"," "," ","核准設立","20260901033614"
"89197435","宏鴻泰有限公司","","新北市三重區重新路1段100號","100000"," "," ","解散","20260901033614"
"89197511","喵喵有約有限公司","梁O豪","新北市新莊區中港路677號","1000000"," "," ","核准設立","20260901033614"
"89197553","蓁竑企業有限公司","黃O蓁","新北市新莊區中港路615巷34號4樓","200000"," "," ","核准設立","20260901033614"
"89197603","葉羽運動企業有限公司","葉O珅","新北市樹林區俊英街111巷1之6號","15880000"," "," ","核准設立","20260901033614"
"89197619","十分善也股份有限公司","王O人","新北市板橋區民治街57巷14號4樓","5000000","5000000"," ","核准設立","20260901033614"
"89197765","吉裕餐飲有限公司","","新北市新莊區民安西路88巷5弄2號7樓","280000"," "," ","解散","20260901033614"
"89197792","非書店有限公司","張O晴","新北市瑞芳區明里路83號","1065000"," "," ","核准設立","20260901033614"
"89198981","正耀顧問股份有限公司","許O易","南投縣南投市潭和里46鄰彰南路二段522巷26號"," ","300000"," ","核准設立","20260901033614"
"89199089","湛勢生活股份有限公司","","臺中市南屯區黎明路二段427號","17000000","11300000"," ","解散","20260901033614"
"89199102","彼得幼獸股份有限公司","張O晟","臺中市北區淡溝里育德路201號1樓","2500000","2500000"," ","核准設立","20260901033614"
"89199166","大俊國際股份有限公司","周O青","臺北市松山區南京東路5段154號15樓之1","5000000","5000000"," ","核准設立","20260901033614"
"89199172","共樂生活實業有限公司","廖O宥","臺北市松山區南京東路4段133巷4弄26號1樓","1500000"," "," ","核准設立","20260901033614"
"89199216","壹零零八信息有限公司","廖O晟","臺北市大安區溫州街48巷22號1樓","4000000"," "," ","核准設立","20260901033614"
"89199665","旺來國際批發有限公司","夏O雯","臺中市中區公園路72號1樓","800000"," "," ","核准設立","20260901033614"
"89199763","真伍概念麵有限公司","渡O眞伍","臺中市西區忠誠街127號","500000"," "," ","核准設立","20260901033614"
"89199840","會贏百業股份有限公司","顧O莆","臺中市北屯區水景里軍功路一段237號","5000000","5000000"," ","核准設立，但已命令解散","20260901033614"
"89200282","新維山股份有限公司","","桃園市蘆竹區中興路４７號","20000000","20000000"," ","廢止","20260901033614"
"89210063","鑑蓮企業有限公司","劉O佳","花蓮縣吉安鄉吉興路一段46號1樓","24000000"," "," ","核准設立","20260901033614"
"89211393","洛碁實業股份有限公司","謝O治","臺北市中山區南京東路2段69號3樓","2500000000","219456690"," ","核准設立","20260901033614"
"89211485","福邦實業股份有限公司","","臺中市西區五權西三街55號1樓","5000000","5000000"," ","解散","20260901033614"
"89212317","鈺祥國際企業股份有限公司","馮O德","臺北市萬華區成都路68號6樓之3","3000000","3000000"," ","核准設立","20260901033614"
"89217220","上浩企業股份有限公司","陳O婉","臺南市新市區永就里中山路199之6號","5000000","5000000"," ","核准設立","20260901033614"
"89227326","特悠開發企業有限公司","陳O榮","桃園市桃園區中正里仁愛路87巷1號3樓3號","5000000"," "," ","核准設立，但已命令解散","20260901033614"
"89236248","微旅客棧有限公司","","雲林縣斗六市信義里民生路170號5-6-7樓","5000000"," "," ","廢止","20260901033614"
"89238528","原鶴旅館有限公司","陳O珠","桃園市桃園區雙峰路122號","42000000"," "," ","核准設立","20260901033614"
"89239049","清樺建設股份有限公司","陳O薇","臺北市大安區通化街165巷24弄3號3樓","25000000","25000000"," ","核准設立","20260901033614"
"89246576","無為草堂有限公司","凃O民","臺中市南屯區公益路二段106號1樓","5000000"," "," ","核准設立","20260901033614"
"89252751","慈香庭有限公司","李O廷","高雄市三民區九如一路613號","2000000"," "," ","核准設立","20260901033614"
"89260056","陽光大飯店股份有限公司","洪O縈","高雄市苓雅區中華四路71號及75號","160000000","160000000"," ","核准設立","20260901033614"
"89263194","聯漁股份有限公司","湯O忠","高雄市三民區重慶街297號1樓","6000000","6000000"," ","核准設立","20260901033614"
"89266690","永利電子遊戲場業股份有限公司","陳O基","高雄市三民區十全二路221號","10000000","10000000"," ","核准設立","20260901033614"
"89269697","興鎰企業有限公司","賴O華","臺南市東區大同路二段245號5樓之3","5000000"," "," ","核准設立","20260901033614"
"89278957","光全貿易有限公司","吳O安","高雄市三民區立志街191巷17號","35000000"," "," ","核准設立","20260901033614"
"89280813","全急企業股份有限公司","","高雄市鳳山區鎮西里忠義街31號1樓","10000000","10000000"," ","廢止","20260901033614"
"89282663","華膳空廚股份有限公司","張O冠","桃園市蘆竹區海山路二段156巷22號","3000000000","1421000000"," ","核准設立","20260901033614"
"89283608","俊嶽企業股份有限公司","許O棟","臺北市松山區八德路3段32號11樓","30000000","30000000"," ","核准設立","20260901033614"
"89284183","天晟國際有限公司","洪O傑","臺中市西屯區逢福里河南路二段300號1樓","200000"," "," ","核准設立","20260901033614"
"89284281","興好運有限公司","劉O昕","臺中市西區土庫里五權西六街20巷15號","1000000"," "," ","核准設立","20260901033614"
"89284402","眺高創意科技有限公司","","臺中市北屯區廍子里廍子路700巷11弄36號2樓","500000"," "," ","解散","20260901033614"
"89284584","樂放客有限公司","張O媗","臺中市西屯區四川路87巷5號","800000"," "," ","核准設立","20260901033614"
"89285042","天天好心晴股份有限公司","石O晴","新北市林口區忠孝路569號(1樓)","12000000","12000000"," ","核准設立","20260901033614"
"89285248","繁盛咖啡有限公司","董O浩","新北市板橋區文化路1段311之9號2樓","100000"," "," ","核准設立","20260901033614"
"89285486","鑫鐤應用材料有限公司","蘇O昆","桃園市觀音區草新里大觀路2段387號","250000"," "," ","核准設立","20260901033614"
"89285492","正葦有限公司","蔡O弘","高雄市三民區建工路452之1號1樓","1000000"," "," ","核准設立","20260901033614"
"89285606","中聖峰能源有限公司","","高雄市仁武區京吉三路22號15樓","2100000"," "," ","解散","20260901033614"
"89285628","富貴發有限公司","陳O霖","高雄市鳳山區國富路23之1號1樓","100000"," "," ","核准設立","20260901033614"
"89285774","五十席國際餐飲股份有限公司","戴O玲","高雄市新興區中山一路145號","30000000","28000000"," ","核准設立","20260901033614"
"89286176","乾隆有限公司","潘O柔","高雄市三民區聯興路70號","4000000"," "," ","核准設立","20260901033614"
"89286318","威聚蔬食餐飲股份有限公司","馬O梧","高雄市旗山區延平一路605號","2050000","2050000"," ","核准設立","20260901033614"
"89286443","一鍋餐飲股份有限公司","陳O佑","高雄市鼓山區大順一路105號","6000000","6000000"," ","核准設立","20260901033614"
"89286751","樂錸企業有限公司","林O真","高雄市苓雅區正言路95號1樓","5000000"," "," ","核准設立","20260901033614"
"89286915","旺資生技有限公司","黃O慧","高雄市苓雅區漢昌街97號","100000"," "," ","核准設立","20260901033614"
"89287359","朋承有限公司","李O錫","新北市中和區建康路1號、3號","10000000"," "," ","核准設立","20260901033614"
"89287371","索格道褔人有限公司","劉O光","新北市淡水區八勢路300號","50000"," "," ","核准設立","20260901033614"
"89287409","無限開心股份有限公司","陳O倫","新北市中和區中山路2段332巷13號12樓","1000000","1000000"," ","核准設立","20260901033614"
"89287421","雙月外圓內方股份有限公司","賴O晟","新北市板橋區文化路1段188巷69號","4000000","4000000"," ","核准設立","20260901033614"
"89287597","昱捷實業有限公司","古O慈","臺中市西屯區惠來里市政北七路186號24樓之８","5000000"," "," ","核准設立","20260901033614"
"89287695","潤丞事業有限公司","章O莨","彰化縣彰化市延平里大埔路338號","300000"," "," ","核准設立","20260901033614"
"89287935","白小鹿國際行銷有限公司","","新北市汐止區長安路15巷13號","1200000"," "," ","解散","20260901033614"
"89290592","楓采禮國際實業有限公司","鍾O君","臺中市西區博館三街100號底層之4","25000000"," "," ","核准設立","20260901033614"
"89293325","喜全國際股份有限公司","賴O玉","臺中市西區五權二街35號","105000000","105000000"," ","核准設立","20260901033614"
"89293541","和洋科技股份有限公司","","新北市土城區中央路2段278巷5弄16號","5000000","5000000"," ","解散","20260901033614"
"89293654","夏威夷育樂開發股份有限公司","","澎湖縣白沙鄉赤崁村赤崁漁港新村25號","10000000","10000000"," ","廢止","20260901033614"
"89294725","宣凰企業有限公司","","新北市鶯歌區鶯桃路六六八巷五二弄一號三樓","2500000"," "," ","廢止","20260901033614"
"89295392","大榕樹企業有限公司","鄭O樹","桃園市龍潭區烏林里工五路191巷12號(1樓)","10000000"," "," ","核准設立","20260901033614"
"89296863","欣揚海產有限公司","余O雯","基隆市暖暖區興隆街27號","6000000"," "," ","核准設立","20260901033614"
"89302078","通勇營造有限公司","張O軒","臺中市南區福興里南平路296號7樓之2","50000000"," "," ","核准設立","20260901033614"
"89302865","越昌國際股份有限公司","","新北市淡水區濱海路1段306巷60弄21號6樓","15000000","15000000"," ","解散","20260901033614"
"89309234","鴻賓輪胎有限公司","彭O美妹","苗栗縣頭份市頭份里14鄰中華路1250號1樓","3000000"," "," ","核准設立","20260901033614"
"89312625","鑫煌工程有限公司","張O芸","新竹縣竹北市東興里光明六路東二段331號","5000000"," "," ","核准設立","20260901033614"
"89318487","銓國食品股份有限公司","","新北市新店區寶興路四五巷八弄六號一樓","5000000","5000000"," ","解散","20260901033614"
"89320081","墾丁大尖山休閒育樂有限公司","張O嵐","屏東縣恆春鎮墾丁路330-10號","2000000"," "," ","核准設立","20260901033614"
"89322877","上瑩食品有限公司","","臺中市豐原區南嵩里長壽路南二巷十二號","6500000"," "," ","解散","20260901033614"
"89326959","大衛中華美亞東方同和文創有限公司","吳O德","高雄市三民區鼎安路66號2樓之2","5100000"," "," ","核准設立","20260901033614"
"89328696","冠喬實業有限公司","陳O煌","嘉義縣民雄鄉福興村牛稠溪509號1樓","1000000"," "," ","核准設立","20260901033614"
"89328773","冠源育樂股份有限公司","","高雄市鳳山區青年路2段197、197之1號","5000000","5000000"," ","解散","20260901033614"
"89329127","阿里山賓館股份有限公司","朱O","嘉義縣阿里山鄉香林村西阿里山16號","700000000","672100000"," ","核准設立","20260901033614"
"89332875","宥驊企業有限公司","","新北市樹林區長壽街28巷2弄7號","1000000"," "," ","解散","20260901033614"
"89334249","展驥有限公司","陳O華","臺中市北區錦平里太平路107巷13之1號1樓","25000000"," "," ","核准設立","20260901033614"
"89337203","三隆齒輪股份有限公司","廖O隆","臺南市安南區媽祖宮里工業二路98號","338000000","338000000"," ","核准設立","20260901033614"
"89341868","文揚印刷事業股份有限公司","黃O揚","雲林縣斗六市虎溪里正心路7巷3號","10000000","10000000"," ","核准設立","20260901033614"
"89345739","新奇萊鉑有限公司","咸O興","宜蘭縣員山鄉蓁巷村深福路275號","16000000"," "," ","核准設立","20260901033614"
"89345864","鑫正有限公司","","臺中市豐原區中陽里向陽路二九○號","1000000"," "," ","解散","20260901033614"
"89346006","墾丁馬爾地夫休閒興業有限公司","陳O珍","屏東縣恆春鎮環城北路206號","100000000"," "," ","核准設立","20260901033614"
"89346272","靈芝大師生醫科技有限公司","陳O元","桃園市中壢區石頭里延平路645號10樓之2","1000000"," "," ","核准設立","20260901033614"
"89349572","雅特興業有限公司","賴O雯","桃園市蘆竹區新南路一段38號5樓之2","2000000"," "," ","核准設立","20260901033614"
"89355285","洪記燒腊食品股份有限公司","","臺北市中正區忠孝西路1段41號7樓之14","13000000","13000000"," ","解散","20260901033614"
"89355378","耀巨工業股份有限公司","游O涵","新北市新店區安祥路106之18號","5000000","5000000"," ","核准設立","20260901033614"
"89360055","威登國際股份有限公司","","彰化縣溪湖鎮大公路357號","28000000","28000000"," ","廢止","20260901033614"
"89360999","通丞實業股份有限公司","林O均","南投縣名間鄉松山村名松路二段35號","3000000","3000000"," ","核准設立","20260901033614"
"89366311","阿媽的企業有限公司","吳O惠","新北市淡水區中正路11巷30號1樓","1000000"," "," ","核准設立","20260901033614"
"89369020","豐邑建設股份有限公司","張O鳳","臺中市西區臺灣大道二段501號20樓之1、20樓之2","3800000000","3800000000"," ","核准設立","20260901033614"
"89370624","美德立生活事業有限公司","","臺中市南區美村南路107巷58號1樓　","20000000"," "," ","解散","20260901033614"
"89374826","受明企業有限公司","","屏東縣車城鄉福興村中山路42-1號3樓","5000000"," "," ","解散","20260901033614"
"89381880","顥通企業有限公司","劉O峰","彰化縣社頭鄉仁雅村仁雅巷177弄10號","1000000"," "," ","核准設立","20260901033614"
"89383297","東立屹企業有限公司","","高雄市苓雅區新光路38號31樓之1","5230000"," "," ","廢止","20260901033614"
"89389638","圓明緣國際股份有限公司","蕭O豐","桃園市龍潭區大平里芝麻莊1-8號","500000000","500000000"," ","核准設立","20260901033614"
"89390488","特力屋股份有限公司","何O雄","臺北市內湖區新湖三路23號5樓","3000000000","960000000"," ","核准設立","20260901033614"
"89390754","英屬維京群島商利時有限公司","仇O康","臺北市內湖區瑞光路68號4樓","5000000"," "," ","核准登記","20260901033614"
"89393416","金尚工程企業有限公司","陳O明","金門縣金沙鎮何斗里斗門43號","5000000"," "," ","核准設立","20260901033614"
"89393680","桂川夢企業有限公司","桂O正壽","高雄市前金區中華三路86號12樓之3","5000000"," "," ","核准設立","20260901033614"
"89395239","新金瑞大飯店股份有限公司","許O杰","金門縣金城鎮民權路166號1-7樓","5000000","5000000"," ","核准設立","20260901033614"
